,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
2321,637265,API,Organic Search,0,0,4.0,32.0,4.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
2322,637257,Landing Page Submission,Direct Traffic,1,0,11.0,755.0,6.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,1
2323,637256,API,Direct Traffic,0,0,11.0,67.0,3.57,Page Visited on Website,India,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0
2324,637248,Landing Page Submission,Organic Search,0,1,6.0,1201.0,2.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
2325,637246,API,Google,0,0,7.0,45.0,3.5,Page Visited on Website,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2326,637236,Landing Page Submission,Direct Traffic,0,1,4.0,1882.0,2.0,Converted to Lead,India,Retail Management,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1
2327,637220,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
2328,637210,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2329,637206,Landing Page Submission,Direct Traffic,0,0,6.0,1395.0,6.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,,Mumbai,1
2330,637203,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2331,637189,API,Organic Search,0,0,3.0,97.0,3.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2332,637188,Landing Page Submission,Google,0,1,2.0,1139.0,2.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Thane & Outskirts,0
2333,637187,API,Google,0,1,3.0,734.0,1.5,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2334,637184,Landing Page Submission,Google,0,1,6.0,945.0,6.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,invalid number,Mumbai,1
2335,637183,Landing Page Submission,Direct Traffic,0,0,5.0,155.0,5.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2336,637178,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2337,637172,API,Google,0,1,4.0,1453.0,1.33,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2338,637169,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2339,637163,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2340,637161,Landing Page Submission,Direct Traffic,0,0,2.0,87.0,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Not doing further education,Mumbai,1
2341,637159,Landing Page Submission,Google,0,1,3.0,1621.0,3.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2342,637156,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2343,637148,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
2344,637140,API,Google,0,0,6.0,430.0,3.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
2345,637129,API,Organic Search,0,1,2.0,1843.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2346,637125,Lead Add Form,Google,1,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2347,637120,Landing Page Submission,Direct Traffic,0,1,2.0,1634.0,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Busy,Other Cities,1
2348,637107,API,Google,0,0,3.0,441.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2349,637105,Landing Page Submission,Google,0,0,7.0,324.0,2.33,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2350,637079,API,Google,0,0,2.0,243.0,2.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
2351,637076,Landing Page Submission,Direct Traffic,0,0,3.0,1054.0,1.5,Email Opened,United Arab Emirates,Operations Management,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Other Cities,1
2352,637074,API,Olark Chat,1,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2353,637071,API,Google,0,0,2.0,199.0,1.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2354,637070,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,0
2355,637062,Landing Page Submission,Organic Search,0,0,2.0,414.0,2.0,Converted to Lead,India,Travel and Tourism,Unemployed,Better Career Prospects,,Other Cities,1
2356,637048,API,Google,0,1,6.0,1411.0,1.5,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2357,637044,Lead Add Form,Welingak Website,1,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2358,637039,Landing Page Submission,Google,0,1,2.0,240.0,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2359,637023,Lead Add Form,Reference,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
2360,637014,API,Google,0,1,3.0,342.0,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2361,637010,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Link Clicked,India,Finance Management,Working Professional,Better Career Prospects,Closed by Horizzon,Mumbai,0
2362,636991,Landing Page Submission,Google,0,0,5.0,442.0,1.67,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
2363,636979,Landing Page Submission,Organic Search,0,0,2.0,305.0,2.0,Converted to Lead,India,Supply Chain Management,Unemployed,Better Career Prospects,Interested in other courses,Other Metro Cities,1
2364,636978,API,Google,0,1,2.0,1264.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2365,636960,API,Google,0,0,2.0,59.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2366,636950,Landing Page Submission,Google,0,0,9.0,491.0,4.5,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Ringing,Other Cities,1
2367,636931,Landing Page Submission,Google,0,1,11.0,1290.0,2.22,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2368,636930,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
2369,636928,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2370,636907,Landing Page Submission,Direct Traffic,0,0,4.0,102.0,2.0,Email Opened,United States,Human Resource Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,1
2371,636905,API,Google,0,0,2.0,71.0,1.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2372,636901,API,Google,0,1,2.0,26.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2373,636899,API,Google,0,1,2.0,779.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2374,636898,Landing Page Submission,Direct Traffic,0,1,5.0,16.0,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
2375,636885,API,Google,1,0,2.0,210.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
2376,636884,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2377,636874,Landing Page Submission,Google,0,0,3.0,208.0,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,0
2378,636860,Lead Add Form,Welingak Website,0,1,11.0,979.0,3.25,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
2379,636856,API,Direct Traffic,0,0,2.0,196.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2380,636855,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2381,636848,API,Olark Chat,1,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2382,636840,Landing Page Submission,Direct Traffic,0,0,2.0,47.0,2.0,Email Opened,India,,Working Professional,Better Career Prospects,Already a student,Mumbai,0
2383,636831,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2384,636823,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2385,636816,API,Direct Traffic,0,0,5.0,1240.0,2.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2386,636809,Landing Page Submission,google,0,0,7.0,1072.0,3.5,Unreachable,India,,Unemployed,Better Career Prospects,,Other Cities,0
2387,636806,Landing Page Submission,Direct Traffic,0,1,11.0,985.0,1.83,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
2388,636799,Landing Page Submission,Direct Traffic,0,0,2.0,158.0,2.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,,Other Cities,1
2389,636797,API,Google,0,1,3.0,1362.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2390,636774,Lead Add Form,Live Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2391,636769,Landing Page Submission,Direct Traffic,0,0,2.0,1492.0,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,1
2392,636766,Landing Page Submission,Google,0,1,3.0,1545.0,3.0,SMS Sent,India,E-Business,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2393,636765,API,Google,0,1,3.0,818.0,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
2394,636746,Landing Page Submission,Direct Traffic,0,0,2.0,593.0,2.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,,Tier II Cities,1
2395,636736,Landing Page Submission,Google,0,0,4.0,1646.0,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,0
2396,636731,Landing Page Submission,Direct Traffic,0,0,4.0,1352.0,1.33,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
2397,636722,Landing Page Submission,Google,0,1,5.0,1715.0,1.67,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2398,636687,Landing Page Submission,Google,0,0,5.0,7.0,2.5,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2399,636679,Landing Page Submission,Google,1,1,4.0,1452.0,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2400,636677,Landing Page Submission,Google,0,1,4.0,963.0,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2401,636666,Landing Page Submission,Google,0,0,4.0,75.0,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
2402,636665,Landing Page Submission,Google,0,1,6.0,866.0,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2403,636659,Landing Page Submission,Google,0,1,11.0,1424.0,2.8,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2404,636647,Landing Page Submission,Google,0,0,5.0,31.0,2.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2405,636635,Landing Page Submission,Google,0,1,7.0,520.0,3.5,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
2406,636619,API,Google,0,0,3.0,141.0,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2407,636616,Landing Page Submission,Direct Traffic,0,0,11.0,260.0,5.0,Page Visited on Website,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Mumbai,1
2408,636584,Landing Page Submission,Organic Search,0,1,7.0,60.0,6.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
2409,636575,Landing Page Submission,Google,0,0,9.0,351.0,6.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,0
2410,636564,API,Olark Chat,0,0,1.0,1286.0,1.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0
2411,636562,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,Hospitality Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2412,636547,Landing Page Submission,Google,0,0,5.0,340.0,2.5,Email Link Clicked,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,0
2413,636524,Landing Page Submission,Direct Traffic,0,0,2.0,341.0,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,,Other Metro Cities,1
2414,636516,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2415,636515,Landing Page Submission,Google,0,1,4.0,866.0,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2416,636471,API,Organic Search,0,0,11.0,87.0,3.67,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2417,636453,Landing Page Submission,Direct Traffic,0,0,2.0,334.0,2.0,Unreachable,India,Rural and Agribusiness,Unemployed,Better Career Prospects,,Other Cities,1
2418,636452,Landing Page Submission,Google,0,1,8.0,1524.0,2.67,Olark Chat Conversation,India,Human Resource Management,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0
2419,636449,Landing Page Submission,Direct Traffic,0,0,5.0,121.0,5.0,Page Visited on Website,United Arab Emirates,Business Administration,Unemployed,Better Career Prospects,Ringing,Mumbai,1
2420,636443,Landing Page Submission,Google,0,1,11.0,874.0,3.6,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1
2421,636435,Landing Page Submission,Google,0,0,6.0,63.0,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
2422,636432,Landing Page Submission,Direct Traffic,1,0,2.0,1157.0,2.0,SMS Sent,India,E-Business,Unemployed,Better Career Prospects,,Mumbai,1
2423,636421,Landing Page Submission,Direct Traffic,0,0,3.0,190.0,1.5,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Mumbai,1
2424,636420,Landing Page Submission,Google,0,1,4.0,786.0,4.0,Email Opened,India,Finance Management,Student,Better Career Prospects,Closed by Horizzon,Other Metro Cities,0
2425,636417,Landing Page Submission,Organic Search,0,0,3.0,1367.0,3.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,switched off,Other Cities,1
2426,636410,Landing Page Submission,Direct Traffic,0,0,2.0,360.0,2.0,SMS Sent,India,Retail Management,Working Professional,Better Career Prospects,Diploma holder (Not Eligible),Other Cities of Maharashtra,0
2427,636404,Landing Page Submission,Google,0,1,6.0,116.0,3.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2428,636403,API,Google,0,0,2.0,231.0,2.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
2429,636367,Landing Page Submission,Google,0,0,5.0,261.0,5.0,SMS Sent,India,,Unemployed,Better Career Prospects,Not doing further education,Other Cities,0
2430,636356,Landing Page Submission,Direct Traffic,0,0,5.0,281.0,5.0,SMS Sent,India,Healthcare Management,Unemployed,Better Career Prospects,,Mumbai,1
2431,636348,Landing Page Submission,Google,0,0,2.0,302.0,2.0,Form Submitted on Website,India,IT Projects Management,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0
